# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 6.0844e-02 6.2860e-01 -3.8171e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.47993 0.43673 0.42642 -0.04943 0.03016 -0.04465 8.49715e-02 8.29191e-30 -5.6952679661e-01 -4.8455529222e-01
2.005 0.00000 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 -2.4638e-02 6.3137e-01 -6.7848e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.40234 0.43470 0.48874 0.01849 0.05357 0.02835 8.53571e-02 1.62316e-03 -5.7310574782e-01 -4.8612547040e-01
4.005 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 -7.2927e-02 6.3149e-01 8.7464e-03 -1.6466e-04 2.7037e-01 -3.3481e-05 0.49570 0.43482 0.39514 0.05708 -0.00631 -0.00683 8.53731e-02 1.61360e-03 -5.7311825543e-01 -4.8613157551e-01
6.000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -8.2956e-03 6.3147e-01 7.3562e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.39784 0.43497 0.49299 0.00675 -0.05768 -0.01534 8.53633e-02 1.59045e-03 -5.7308700437e-01 -4.8613323061e-01
8.000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 7.0418e-02 6.3150e-01 2.4439e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.48156 0.43506 0.40917 -0.05526 -0.01962 0.03349 8.53620e-02 1.59154e-03 -5.7308728844e-01 -4.8613374945e-01
10.000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 3.9844e-02 6.3149e-01 -6.4064e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.42652 0.43520 0.46406 -0.03174 0.04986 -0.04498 8.53645e-02 1.58701e-03 -5.7308573276e-01 -4.8613425419e-01
12.005 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -5.3986e-02 6.3143e-01 -5.3840e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.44418 0.43535 0.44625 0.04184 0.04214 0.04839 8.53639e-02 1.58539e-03 -5.7308404049e-01 -4.8613476694e-01
14.005 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -6.4910e-02 6.3143e-01 3.9909e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.46597 0.43535 0.42448 0.05040 -0.03138 -0.04374 8.53632e-02 1.58452e-03 -5.7308298844e-01 -4.8613526877e-01
16.005 0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 2.3809e-02 6.3147e-01 7.1508e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.40814 0.43520 0.48245 -0.01922 -0.05588 0.03156 8.53619e-02 1.58506e-03 -5.7308276770e-01 -4.8613577515e-01
18.005 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 7.4171e-02 6.3148e-01 -7.4201e-03 -1.6466e-04 2.7037e-01 -3.3481e-05 0.49281 0.43507 0.39791 -0.05830 0.00619 -0.01338 8.53603e-02 1.58690e-03 -5.7308349833e-01 -4.8613627338e-01
20.000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 9.3154e-03 6.3143e-01 -7.3493e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.39613 0.43500 0.49467 -0.00707 0.05765 -0.00829 8.53592e-02 1.58911e-03 -5.7308509863e-01 -4.8613676309e-01
22.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 -6.8882e-02 6.3138e-01 -2.5506e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.48709 0.43490 0.40380 0.05405 0.01942 0.02895 8.53580e-02 1.59206e-03 -5.7308729507e-01 -4.8613724399e-01
24.000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 -3.9713e-02 6.3140e-01 6.0313e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.42015 0.43469 0.47095 0.03045 -0.04786 -0.04482 8.53570e-02 1.59512e-03 -5.7308979506e-01 -4.8613771388e-01
26.000 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 4.9367e-02 6.3144e-01 5.0815e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.44882 0.43446 0.44250 -0.03955 -0.03974 0.05214 8.53559e-02 1.59828e-03 -5.7309234340e-01 -4.8613817466e-01
28.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 5.9451e-02 6.3143e-01 -3.7308e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.46624 0.43436 0.42517 -0.04703 0.02964 -0.04858 8.53549e-02 1.60119e-03 -5.7309468766e-01 -4.8613862670e-01
30.000 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 -2.3784e-02 6.3137e-01 -6.6104e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.40541 0.43438 0.48597 0.01862 0.05213 0.03446 8.53541e-02 1.60348e-03 -5.7309660521e-01 -4.8613907285e-01
32.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 -6.9786e-02 6.3135e-01 8.6660e-03 -1.6466e-04 2.7037e-01 -3.3481e-05 0.49718 0.43440 0.39418 0.05487 -0.00688 -0.01281 8.53535e-02 1.60490e-03 -5.7309792114e-01 -4.8613951582e-01
34.000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 -6.6981e-03 6.3139e-01 6.9824e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.39404 0.43436 0.49736 0.00520 -0.05518 -0.01155 8.53534e-02 1.60520e-03 -5.7309852493e-01 -4.8613995920e-01
36.000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 6.7054e-02 6.3143e-01 2.1265e-02 -1.6466e-04 2.7037e-01 -3.3481e-05 0.48648 0.43439 0.40489 -0.05304 -0.01721 0.03316 8.53536e-02 1.60438e-03 -5.7309838879e-01 -4.8614040683e-01
