# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 5.5909e-02 4.0846e-01 -1.0019e-01 -1.7292e-04 3.0262e-01 -1.9026e-05 0.51034 0.78706 0.56445 -0.07982 0.14373 -0.03889 6.17990e-02 9.91064e-30 -5.2032693373e-01 -4.5852798017e-01
2.005 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -7.7904e-02 4.1263e-01 -8.4167e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.52576 0.77813 0.53592 0.10888 0.11856 0.04919 6.24628e-02 9.99908e-04 -5.2321442926e-01 -4.5975169110e-01
4.005 0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 -1.0514e-01 4.1354e-01 4.6765e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.56391 0.77641 0.49505 0.14681 -0.06469 -0.03406 6.25869e-02 1.29848e-03 -5.2370034497e-01 -4.5981495166e-01
6.000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 1.0075e-02 4.1382e-01 1.1535e-01 -1.7292e-04 3.0262e-01 -1.9026e-05 0.48372 0.77632 0.57475 -0.01360 -0.16038 0.00505 6.26141e-02 1.32463e-03 -5.2376132450e-01 -4.5982258847e-01
8.000 0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 1.1278e-01 4.1385e-01 2.7914e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.56763 0.77650 0.49072 -0.15654 -0.03898 0.02142 6.26101e-02 1.31804e-03 -5.2375298605e-01 -4.5982487024e-01
10.000 0.00000 -0.00000 0.00000 -0.00000 -0.00000 -0.00000 6.3073e-02 4.1381e-01 -9.7584e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.50938 0.77657 0.54895 -0.08742 0.13546 -0.03969 6.26081e-02 1.31221e-03 -5.2374686977e-01 -4.5982651546e-01
12.005 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 -7.1837e-02 4.1371e-01 -9.0731e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.52170 0.77643 0.53680 0.10024 0.12565 0.04592 6.26058e-02 1.31231e-03 -5.2374612030e-01 -4.5982804031e-01
14.005 0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -1.0833e-01 4.1367e-01 3.8659e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.56580 0.77612 0.49303 0.15077 -0.05461 -0.03242 6.26018e-02 1.31517e-03 -5.2374653143e-01 -4.5982959692e-01
16.005 0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 2.3546e-03 4.1373e-01 1.1464e-01 -1.7292e-04 3.0262e-01 -1.9026e-05 0.48043 0.77590 0.57863 -0.00344 -0.16039 0.00103 6.26000e-02 1.31421e-03 -5.2374537040e-01 -4.5983112124e-01
18.005 -0.00000 0.00000 -0.00000 0.00000 -0.00000 -0.00000 1.0991e-01 4.1379e-01 3.4124e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.56648 0.77606 0.49241 -0.15332 -0.04849 0.02950 6.25998e-02 1.31050e-03 -5.2374296679e-01 -4.5983264516e-01
20.000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 6.8406e-02 4.1374e-01 -9.3665e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.51834 0.77657 0.54003 -0.09597 0.12940 -0.04350 6.25983e-02 1.30887e-03 -5.2374137516e-01 -4.5983417508e-01
22.000 0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 -6.6451e-02 4.1365e-01 -9.5760e-02 -1.7292e-04 3.0262e-01 -1.9026e-05 0.51370 0.77697 0.54428 0.09158 0.13253 0.04094 6.25962e-02 1.30827e-03 -5.2373864554e-01 -4.5983421738e-01
