# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 3.5383e-02 5.5515e-01 -3.9027e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.42532 0.44757 0.42418 -0.02877 0.03113 -0.01973 6.83462e-02 7.06787e-30 -5.7453395627e-01 -5.0618775592e-01
2.005 0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 -2.5007e-02 5.5989e-01 -4.6779e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.40578 0.44371 0.43042 0.01909 0.03667 0.01476 6.89350e-02 1.64066e-03 -5.7836893520e-01 -5.0779324868e-01
4.005 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -5.2973e-02 5.5983e-01 7.3267e-03 -1.5015e-04 2.4624e-01 2.7457e-05 0.43645 0.44380 0.39961 0.04108 -0.00556 -0.00397 6.89298e-02 1.65274e-03 -5.7837698972e-01 -5.0779443370e-01
6.000 -0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -1.1701e-02 5.5980e-01 5.2073e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.40127 0.44383 0.43486 0.00888 -0.04057 -0.00817 6.89237e-02 1.63660e-03 -5.7835517589e-01 -5.0779488829e-01
8.000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 4.4644e-02 5.5984e-01 2.8539e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.42637 0.44377 0.40979 -0.03512 -0.02218 0.01676 6.89241e-02 1.64344e-03 -5.7836260996e-01 -5.0779502355e-01
10.000 0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 4.1722e-02 5.5985e-01 -3.2414e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.42187 0.44375 0.41430 -0.03278 0.02541 -0.01847 6.89240e-02 1.64554e-03 -5.7836466151e-01 -5.0779514983e-01
12.005 -0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -1.6598e-02 5.5981e-01 -5.0325e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.40356 0.44377 0.43258 0.01282 0.03931 0.01247 6.89237e-02 1.64678e-03 -5.7836577120e-01 -5.0779527498e-01
14.005 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -5.2975e-02 5.5978e-01 -1.7995e-03 -1.5015e-04 2.4624e-01 2.7457e-05 0.43759 0.44378 0.39855 0.04114 0.00126 -0.00077 6.89232e-02 1.64727e-03 -5.7836582135e-01 -5.0779539747e-01
16.005 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -1.9831e-02 5.5979e-01 4.8631e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.40201 0.44372 0.43420 0.01501 -0.03809 -0.01195 6.89225e-02 1.64695e-03 -5.7836495456e-01 -5.0779551880e-01
18.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 3.8509e-02 5.5982e-01 3.4584e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.42313 0.44362 0.41318 -0.03061 -0.02685 0.01999 6.89215e-02 1.64611e-03 -5.7836328148e-01 -5.0779563941e-01
20.000 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 4.5007e-02 5.5982e-01 -2.4588e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.42755 0.44356 0.40884 -0.03547 0.01953 -0.01891 6.89204e-02 1.64477e-03 -5.7836093406e-01 -5.0779575820e-01
22.000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -8.3096e-03 5.5978e-01 -5.0608e-02 -1.5015e-04 2.4624e-01 2.7457e-05 0.39845 0.44357 0.43794 0.00642 0.03977 0.00854 6.89192e-02 1.64296e-03 -5.7835805754e-01 -5.0779587620e-01
