# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 -0.00000 0.00000 0.00000 0.00000 0.00000 -0.00000 5.0895e-02 5.5911e-01 -8.6135e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41553 0.54403 0.44360 -0.04141 0.07026 -0.02125 8.27492e-02 8.07936e-30 -5.6417790275e-01 -4.8142867897e-01
2.005 0.00000 0.00000 0.00000 0.00000 0.00000 -0.00000 -8.0618e-02 5.6381e-01 -5.8311e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43243 0.53902 0.41552 0.06414 0.04659 0.02534 8.34568e-02 1.30064e-03 -5.6746784562e-01 -4.8271039825e-01
4.005 0.00000 0.00000 -0.00000 0.00000 0.00000 -0.00000 -6.6175e-02 5.6388e-01 7.4463e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42231 0.53898 0.42550 0.05272 -0.05928 -0.02625 8.34646e-02 1.31195e-03 -5.6749161032e-01 -4.8271502476e-01
6.000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 6.7489e-02 5.6392e-01 7.3633e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41922 0.53904 0.42859 -0.05369 -0.05891 0.02453 8.34591e-02 1.29914e-03 -5.6747524315e-01 -4.8271702279e-01
8.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 8.0606e-02 5.6392e-01 -6.0272e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43256 0.53921 0.41506 -0.06446 0.04745 -0.02166 8.34584e-02 1.30174e-03 -5.6747785906e-01 -4.8271770378e-01
10.000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -5.1681e-02 5.6386e-01 -8.7382e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41244 0.53941 0.43495 0.04049 0.06917 0.01934 8.34604e-02 1.30146e-03 -5.6748019267e-01 -4.8271837610e-01
12.005 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -9.2435e-02 5.6383e-01 4.1752e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43749 0.53940 0.40991 0.07276 -0.03334 -0.01818 8.34601e-02 1.30099e-03 -5.6748015577e-01 -4.8271902885e-01
14.005 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 3.1202e-02 5.6389e-01 9.5304e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40600 0.53914 0.44169 -0.02559 -0.07558 0.01662 8.34579e-02 1.29968e-03 -5.6747726562e-01 -4.8271969173e-01
16.005 -0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 9.6855e-02 5.6390e-01 -2.1644e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44653 0.53893 0.40141 -0.07750 0.01761 -0.01290 8.34540e-02 1.29871e-03 -5.6747299315e-01 -4.8272033556e-01
18.005 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -1.2506e-02 5.6382e-01 -9.8407e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39813 0.53896 0.44980 0.00969 0.07865 0.00674 8.34510e-02 1.29733e-03 -5.6746930735e-01 -4.8272097520e-01
20.000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 -9.9700e-02 5.6377e-01 2.3770e-03 -1.7620e-04 2.9602e-01 -5.9108e-06 0.45011 0.53909 0.39770 0.07929 -0.00160 0.00047 8.34515e-02 1.29519e-03 -5.6746829578e-01 -4.8272161080e-01
22.000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -7.8543e-03 5.6384e-01 9.9848e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39984 0.53915 0.44788 0.00637 -0.07941 -0.00629 8.34535e-02 1.29495e-03 -5.6747074267e-01 -4.8272226048e-01
24.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 9.8968e-02 5.6391e-01 1.8046e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44479 0.53921 0.40283 -0.07869 -0.01466 0.01004 8.34551e-02 1.29767e-03 -5.6747566384e-01 -4.8272291540e-01
26.000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 2.8489e-02 5.6387e-01 -9.7129e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40510 0.53936 0.44233 -0.02293 0.07681 -0.01246 8.34554e-02 1.30141e-03 -5.6748042777e-01 -4.8272356603e-01
28.000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 -9.3511e-02 5.6380e-01 -3.9142e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44084 0.53942 0.40653 0.07386 0.03072 0.01513 8.34552e-02 1.30309e-03 -5.6748248538e-01 -4.8272421621e-01
30.000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 -4.8732e-02 5.6381e-01 8.7868e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40855 0.53923 0.43904 0.03797 -0.07008 -0.01908 8.34535e-02 1.30276e-03 -5.6748109891e-01 -4.8272487035e-01
32.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 8.1588e-02 5.6387e-01 5.6493e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43511 0.53895 0.41279 -0.06563 -0.04477 0.02352 8.34500e-02 1.30203e-03 -5.6747755807e-01 -4.8272552423e-01
34.000 -0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 6.3508e-02 5.6383e-01 -7.5845e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41928 0.53892 0.42869 -0.05108 0.06062 -0.02631 8.34466e-02 1.30139e-03 -5.6747414372e-01 -4.8272617045e-01
36.000 0.00000 0.00000 0.00000 -0.00000 0.00000 0.00000 -6.9924e-02 5.6374e-01 -7.0988e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42154 0.53911 0.42624 0.05526 0.05690 0.02606 8.34454e-02 1.30065e-03 -5.6747284542e-01 -4.8272681382e-01
38.000 0.00000 0.00000 -0.00000 -0.00000 0.00000 0.00000 -7.8455e-02 5.6375e-01 6.2673e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43172 0.53927 0.41588 0.06237 -0.04950 -0.02341 8.34465e-02 1.30042e-03 -5.6747437672e-01 -4.8272746127e-01
40.005 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 5.4568e-02 5.6384e-01 8.4704e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41257 0.53930 0.43496 -0.04329 -0.06732 0.02027 8.34485e-02 1.30101e-03 -5.6747764806e-01 -4.8272811332e-01
42.005 0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 9.0161e-02 5.6387e-01 -4.5554e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43722 0.53934 0.41025 -0.07167 0.03599 -0.01788 8.34502e-02 1.30130e-03 -5.6748026960e-01 -4.8272876364e-01
44.005 0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 -3.5655e-02 5.6380e-01 -9.4670e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40755 0.53940 0.43986 0.02819 0.07488 0.01627 8.34503e-02 1.30053e-03 -5.6748022573e-01 -4.8272941601e-01
46.005 -0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 -9.7449e-02 5.6375e-01 2.4944e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44378 0.53930 0.40375 0.07702 -0.02031 -0.01408 8.34477e-02 1.29949e-03 -5.6747724115e-01 -4.8273006914e-01
48.005 -0.00000 -0.00000 0.00000 -0.00000 0.00000 0.00000 1.4683e-02 5.6379e-01 9.8308e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39972 0.53904 0.44810 -0.01241 -0.07840 0.00969 8.34435e-02 1.29861e-03 -5.6747281430e-01 -4.8273071420e-01
50.005 0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 9.8613e-02 5.6382e-01 -5.5532e-03 -1.7620e-04 2.9602e-01 -5.9108e-06 0.45055 0.53891 0.39743 -0.07915 0.00444 -0.00304 8.34409e-02 1.29701e-03 -5.6746923634e-01 -4.8273134984e-01
52.005 0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 3.6035e-03 5.6376e-01 -9.9353e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39811 0.53907 0.44972 -0.00356 0.07927 -0.00400 8.34415e-02 1.29502e-03 -5.6746849869e-01 -4.8273198835e-01
54.005 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -9.9562e-02 5.6372e-01 -1.3933e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44652 0.53931 0.40103 0.07878 0.01154 0.00930 8.34436e-02 1.29504e-03 -5.6747128883e-01 -4.8273263811e-01
56.005 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -2.4792e-02 5.6377e-01 9.7943e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40431 0.53940 0.44312 0.01962 -0.07754 -0.01240 8.34450e-02 1.29807e-03 -5.6747633076e-01 -4.8273329194e-01
58.005 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 9.4671e-02 5.6384e-01 3.5052e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44075 0.53935 0.40669 -0.07522 -0.02774 0.01455 8.34453e-02 1.30166e-03 -5.6748089242e-01 -4.8273394150e-01
60.005 -0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 4.4704e-02 5.6381e-01 -9.0365e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40846 0.53934 0.43899 -0.03547 0.07172 -0.01726 8.34449e-02 1.30307e-03 -5.6748256324e-01 -4.8273459080e-01
62.005 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -8.4813e-02 5.6372e-01 -5.3883e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43644 0.53930 0.41107 0.06736 0.04245 0.02103 8.34430e-02 1.30261e-03 -5.6748084818e-01 -4.8273524462e-01
64.005 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 -6.1872e-02 5.6371e-01 7.8066e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41591 0.53913 0.43181 0.04877 -0.06253 -0.02482 8.34394e-02 1.30190e-03 -5.6747721345e-01 -4.8273589673e-01
66.005 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 7.1272e-02 5.6377e-01 6.8481e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42513 0.53896 0.42280 -0.05730 -0.05474 0.02668 8.34362e-02 1.30125e-03 -5.6747395600e-01 -4.8273654136e-01
68.005 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 7.4945e-02 5.6376e-01 -6.4965e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42972 0.53904 0.41813 -0.06037 0.05155 -0.02544 8.34353e-02 1.30052e-03 -5.6747296819e-01 -4.8273718397e-01
70.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -5.7911e-02 5.6369e-01 -8.2040e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41292 0.53933 0.43461 0.04531 0.06550 0.02198 8.34365e-02 1.30040e-03 -5.6747477481e-01 -4.8273783102e-01
72.005 0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 -8.8632e-02 5.6369e-01 4.8984e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43728 0.53950 0.41004 0.07005 -0.03854 -0.01844 8.34386e-02 1.30102e-03 -5.6747808935e-01 -4.8273848054e-01
74.005 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 3.8875e-02 5.6378e-01 9.3362e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40812 0.53943 0.43925 -0.03111 -0.07386 0.01603 8.34402e-02 1.30120e-03 -5.6748049269e-01 -4.8273912997e-01
76.005 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 9.6417e-02 5.6381e-01 -2.8743e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44200 0.53931 0.40549 -0.07662 0.02308 -0.01417 8.34400e-02 1.30034e-03 -5.6748010434e-01 -4.8273978172e-01
78.005 0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 -1.8622e-02 5.6372e-01 -9.8462e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40184 0.53927 0.44573 0.01493 0.07821 0.01126 8.34371e-02 1.29934e-03 -5.6747686780e-01 -4.8274043347e-01
80.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -9.9337e-02 5.6364e-01 8.3549e-03 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44920 0.53920 0.39848 0.07895 -0.00700 -0.00616 8.34329e-02 1.29843e-03 -5.6747242253e-01 -4.8274107634e-01
82.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -1.4327e-03 5.6369e-01 9.9051e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39728 0.53906 0.45057 0.00082 -0.07919 -0.00073 8.34307e-02 1.29672e-03 -5.6746907724e-01 -4.8274171064e-01
84.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 9.8549e-02 5.6375e-01 1.0604e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44882 0.53904 0.39903 -0.07891 -0.00883 0.00751 8.34316e-02 1.29482e-03 -5.6746872672e-01 -4.8274234934e-01
86.005 -0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 2.0299e-02 5.6372e-01 -9.8119e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40267 0.53928 0.44491 -0.01694 0.07787 -0.01225 8.34337e-02 1.29518e-03 -5.6747186129e-01 -4.8274299917e-01
88.005 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -9.6410e-02 5.6366e-01 -3.1117e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44108 0.53954 0.40619 0.07595 0.02493 0.01473 8.34349e-02 1.29845e-03 -5.6747699226e-01 -4.8274365180e-01
90.005 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -4.1814e-02 5.6370e-01 9.2328e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40862 0.53953 0.43864 0.03270 -0.07308 -0.01651 8.34351e-02 1.30188e-03 -5.6748132393e-01 -4.8274429999e-01
92.005 0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 8.6637e-02 5.6377e-01 5.1043e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43675 0.53933 0.41070 -0.06917 -0.04014 0.01918 8.34346e-02 1.30301e-03 -5.6748260198e-01 -4.8274494878e-01
94.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 5.9058e-02 5.6373e-01 -8.0536e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41403 0.53920 0.43358 -0.04694 0.06432 -0.02278 8.34325e-02 1.30246e-03 -5.6748057722e-01 -4.8274560193e-01
96.005 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -7.4026e-02 5.6363e-01 -6.6584e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42815 0.53919 0.41951 0.05897 0.05294 0.02579 8.34288e-02 1.30177e-03 -5.6747687239e-01 -4.8274625236e-01
98.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -7.3444e-02 5.6361e-01 6.6829e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42650 0.53915 0.42123 0.05840 -0.05341 -0.02647 8.34258e-02 1.30111e-03 -5.6747379492e-01 -4.8274689541e-01
100.005 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 5.9432e-02 5.6369e-01 7.9495e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41470 0.53912 0.43307 -0.04745 -0.06364 0.02423 8.34252e-02 1.30040e-03 -5.6747312598e-01 -4.8274753740e-01
102.005 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 8.5460e-02 5.6371e-01 -5.1919e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43741 0.53926 0.41018 -0.06849 0.04083 -0.02019 8.34266e-02 1.30038e-03 -5.6747519449e-01 -4.8274818401e-01
104.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -4.3189e-02 5.6365e-01 -9.1473e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40781 0.53953 0.43948 0.03359 0.07257 0.01638 8.34287e-02 1.30103e-03 -5.6747852953e-01 -4.8274883260e-01
106.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -9.6134e-02 5.6363e-01 3.2690e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44101 0.53962 0.40617 0.07571 -0.02593 -0.01387 8.34301e-02 1.30108e-03 -5.6748068323e-01 -4.8274948119e-01
108.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 2.1697e-02 5.6370e-01 9.8368e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40370 0.53942 0.44369 -0.01791 -0.07789 0.01178 8.34297e-02 1.30016e-03 -5.6747993968e-01 -4.8275013230e-01
110.005 0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 9.8991e-02 5.6372e-01 -1.1576e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44730 0.53919 0.40036 -0.07903 0.00966 -0.00826 8.34265e-02 1.29918e-03 -5.6747646524e-01 -4.8275078253e-01
112.005 -0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 -2.0403e-03 5.6363e-01 -9.9250e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39776 0.53915 0.44997 0.00156 0.07923 0.00248 8.34224e-02 1.29822e-03 -5.6747203106e-01 -4.8275142317e-01
114.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -9.9077e-02 5.6356e-01 -7.7294e-03 -1.7620e-04 2.9602e-01 -5.9108e-06 0.45001 0.53921 0.39768 0.07886 0.00624 0.00455 8.34205e-02 1.29641e-03 -5.6746895008e-01 -4.8275205632e-01
116.005 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -1.7581e-02 5.6362e-01 9.7976e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40044 0.53922 0.44723 0.01405 -0.07809 -0.01079 8.34217e-02 1.29465e-03 -5.6746900514e-01 -4.8275269533e-01
118.005 -0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 9.6202e-02 5.6370e-01 2.7249e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44295 0.53928 0.40463 -0.07662 -0.02210 0.01482 8.34238e-02 1.29538e-03 -5.6747247472e-01 -4.8275334514e-01
120.005 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 3.7274e-02 5.6367e-01 -9.3752e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40834 0.53948 0.43899 -0.03011 0.07411 -0.01680 8.34248e-02 1.29883e-03 -5.6747765954e-01 -4.8275399644e-01
122.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -8.9570e-02 5.6360e-01 -4.7695e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43631 0.53963 0.41084 0.07058 0.03766 0.01829 8.34250e-02 1.30208e-03 -5.6748172402e-01 -4.8275464335e-01
124.005 -0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -5.7140e-02 5.6361e-01 8.3181e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41318 0.53950 0.43411 0.04464 -0.06618 -0.02077 8.34244e-02 1.30293e-03 -5.6748259509e-01 -4.8275529172e-01
126.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 7.5886e-02 5.6368e-01 6.4603e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43048 0.53922 0.41712 -0.06102 -0.05106 0.02405 8.34220e-02 1.30230e-03 -5.6748027401e-01 -4.8275594409e-01
128.005 0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 7.0957e-02 5.6365e-01 -6.9006e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.42326 0.53910 0.42451 -0.05681 0.05527 -0.02629 8.34183e-02 1.30164e-03 -5.6747652806e-01 -4.8275659275e-01
130.005 -0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 -6.2125e-02 5.6355e-01 -7.7407e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.41740 0.53921 0.43028 0.04924 0.06193 0.02576 8.34155e-02 1.30096e-03 -5.6747365969e-01 -4.8275723429e-01
132.005 0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 -8.3715e-02 5.6353e-01 5.4302e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.43616 0.53933 0.41139 0.06665 -0.04299 -0.02248 8.34152e-02 1.30029e-03 -5.6747332337e-01 -4.8275787576e-01
134.005 -0.00000 0.00000 -0.00000 0.00000 0.00000 0.00000 4.5660e-02 5.6362e-01 8.9161e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40774 0.53937 0.43974 -0.03620 -0.07103 0.01804 8.34167e-02 1.30038e-03 -5.6747564104e-01 -4.8275852190e-01
136.005 -0.00000 -0.00000 0.00000 0.00000 0.00000 0.00000 9.3859e-02 5.6366e-01 -3.6518e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44140 0.53947 0.40596 -0.07473 0.02865 -0.01418 8.34188e-02 1.30103e-03 -5.6747896304e-01 -4.8275916951e-01
138.005 0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -2.6383e-02 5.6360e-01 -9.7772e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.40450 0.53960 0.44269 0.02062 0.07733 0.01152 8.34201e-02 1.30095e-03 -5.6748083619e-01 -4.8275981733e-01
140.005 0.00000 0.00000 0.00000 0.00000 0.00000 0.00000 -9.9870e-02 5.6355e-01 1.5245e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.44507 0.53957 0.40217 0.07881 -0.01250 -0.00907 8.34193e-02 1.29997e-03 -5.6747973008e-01 -4.8276046776e-01
142.005 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 4.4894e-03 5.6359e-01 9.9732e-02 -1.7620e-04 2.9602e-01 -5.9108e-06 0.39927 0.53931 0.44826 -0.00439 -0.07937 0.00505 8.34159e-02 1.29903e-03 -5.6747603576e-01 -4.8276111632e-01
