# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 -0.00000 -0.00000 -0.00000 0.00000 0.00000 0.00000 2.5495e-02 2.2149e-01 -1.7047e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.46892 0.44892 0.43305 -0.05777 0.03861 -0.04589 1.07751e-02 6.68849e-30 -5.6947888646e-01 -5.5870378902e-01
2.005 0.00000 0.00000 -0.00000 -0.00000 0.00000 -0.00000 1.4416e-02 2.2495e-01 -2.7244e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.41541 0.44180 0.47110 -0.03165 0.05958 -0.03941 1.09435e-02 2.22676e-03 -5.7409056635e-01 -5.6092033642e-01
4.005 0.00000 -0.00000 0.00000 -0.00000 -0.00000 -0.00000 -1.7896e-04 2.2497e-01 -3.0826e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.39491 0.44173 0.49142 0.00026 0.06734 0.00150 1.09451e-02 2.26044e-03 -5.7412669583e-01 -5.6092111075e-01
6.000 -0.00000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -1.4678e-02 2.2496e-01 -2.7127e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.41763 0.44174 0.46869 0.03195 0.05920 0.04109 1.09451e-02 2.25833e-03 -5.7412453756e-01 -5.6092111831e-01
8.000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 -2.5728e-02 2.2496e-01 -1.7012e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.46337 0.44175 0.42295 0.05607 0.03703 0.04407 1.09450e-02 2.25849e-03 -5.7412465439e-01 -5.6092111997e-01
10.000 0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 -3.0681e-02 2.2495e-01 -2.8921e-03 -5.7780e-05 9.7302e-02 5.7634e-07 0.49118 0.44174 0.39515 0.06683 0.00611 0.00752 1.09450e-02 2.25828e-03 -5.7412442944e-01 -5.6092112131e-01
12.005 0.00000 0.00000 0.00000 -0.00000 0.00000 -0.00000 -2.8360e-02 2.2495e-01 1.1906e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.47599 0.44170 0.41037 0.06166 -0.02626 -0.03603 1.09450e-02 2.25805e-03 -5.7412419939e-01 -5.6092112262e-01
14.005 0.00000 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 -1.9346e-02 2.2496e-01 2.3798e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.43132 0.44165 0.45510 0.04185 -0.05222 -0.04739 1.09450e-02 2.25788e-03 -5.7412401866e-01 -5.6092112392e-01
16.005 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 -5.7989e-03 2.2497e-01 3.0007e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.39706 0.44159 0.48941 0.01216 -0.06570 -0.01639 1.09450e-02 2.25773e-03 -5.7412385394e-01 -5.6092112521e-01
18.005 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 9.0554e-03 2.2498e-01 2.9075e-02 -5.7780e-05 9.7302e-02 5.7634e-07 0.40393 0.44153 0.48261 -0.02032 -0.06355 0.02943 1.09450e-02 2.25759e-03 -5.7412370018e-01 -5.6092112648e-01
