# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 1.4345e-01 4.0362e-01 -8.1016e-02 -5.7055e-05 1.0407e-01 1.5063e-05 0.85664 0.39327 0.95289 -0.28881 0.16334 0.07867 2.09973e-02 1.39534e-29 -5.1844496134e-01 -4.9744769272e-01
2.005 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 1.2256e-01 4.0532e-01 -1.0940e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.87282 0.38708 0.89190 -0.24006 0.21389 0.08888 2.12566e-02 2.00185e-03 -5.2264478483e-01 -4.9938634939e-01
4.005 0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 9.6177e-02 4.0489e-01 -1.3267e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.90666 0.38661 0.85058 -0.18825 0.25898 0.08319 2.10648e-02 2.53110e-03 -5.2314014320e-01 -4.9954422167e-01
6.000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 6.5887e-02 4.0510e-01 -1.5038e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.93986 0.38719 0.82145 -0.12900 0.29446 0.06465 2.10817e-02 2.20581e-03 -5.2284443739e-01 -4.9955691904e-01
8.000 -0.00000 0.00000 0.00000 0.00000 -0.00000 -0.00000 3.2383e-02 4.0523e-01 -1.6114e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.96355 0.38733 0.80048 -0.06314 0.31553 0.03522 2.10840e-02 2.02360e-03 -5.2266662319e-01 -4.9955904444e-01
10.000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -2.6275e-03 4.0511e-01 -1.6424e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.97067 0.38706 0.79163 0.00507 0.32097 -0.00267 2.10805e-02 2.14953e-03 -5.2279038214e-01 -4.9956032181e-01
12.005 0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -3.7568e-02 4.0499e-01 -1.5987e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.95947 0.38709 0.80100 0.07295 0.31249 -0.04032 2.10732e-02 2.26822e-03 -5.2290265969e-01 -4.9956122012e-01
14.005 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 -7.0797e-02 4.0504e-01 -1.4836e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.93568 0.38750 0.82570 0.13827 0.29049 -0.06863 2.10778e-02 2.18022e-03 -5.2281981238e-01 -4.9956176270e-01
16.005 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -0.00000 -1.0082e-01 4.0508e-01 -1.2998e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.90382 0.38765 0.85854 0.19746 0.25431 -0.08524 2.10801e-02 2.10749e-03 -5.2274973252e-01 -4.9956214037e-01
18.005 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -1.2611e-01 4.0502e-01 -1.0555e-01 -5.7055e-05 1.0407e-01 1.5063e-05 0.86596 0.38741 0.89580 0.24655 0.20606 -0.08805 2.10782e-02 2.16209e-03 -5.2280266840e-01 -4.9956237794e-01
