# t x y z vx vy vz omx omy omz llx lly llz Ixx Iyy Izz Ixy Iyz Ixz KErot PEspr PEgrav Etot
0.000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 2.9298e-02 9.2031e-01 -4.6622e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42995 0.44689 0.43166 -0.01409 0.02191 -0.00264 1.88590e-01 2.40325e-29 -5.7058071482e-01 -3.8199104329e-01
2.000 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 -5.3717e-02 9.1647e-01 -1.2782e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.43210 0.44875 0.42478 0.02505 0.00585 -0.00052 1.87815e-01 7.54046e-04 -5.7126476965e-01 -3.8269593765e-01
4.004 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 5.1873e-03 9.1669e-01 5.3471e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42603 0.44858 0.43100 -0.00299 -0.02521 0.00518 1.87849e-01 7.18066e-04 -5.7126554429e-01 -3.8269854909e-01
6.004 -0.00000 0.00000 0.00000 -0.00000 -0.00000 0.00000 4.6816e-02 9.1670e-01 -2.2862e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42610 0.44850 0.43102 -0.02222 0.01109 -0.00757 1.87848e-01 7.19942e-04 -5.7126715673e-01 -3.8269935727e-01
8.004 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -3.6831e-02 9.1664e-01 -3.5751e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.43710 0.44847 0.42004 0.01750 0.01656 0.00542 1.87847e-01 7.22004e-04 -5.7126884919e-01 -3.8270012819e-01
10.000 0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -2.0897e-02 9.1666e-01 4.4380e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.41658 0.44835 0.44068 0.00918 -0.02136 0.00099 1.87846e-01 7.23251e-04 -5.7127052005e-01 -3.8270085394e-01
12.000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 4.6122e-02 9.1670e-01 3.1584e-03 -2.5082e-04 4.0985e-01 -3.9273e-05 0.43911 0.44822 0.41828 -0.02234 -0.00103 -0.00909 1.87846e-01 7.24256e-04 -5.7127204075e-01 -3.8270153562e-01
14.000 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 -1.3735e-02 9.1665e-01 -4.2823e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42531 0.44817 0.43214 0.00679 0.02037 0.01487 1.87846e-01 7.25336e-04 -5.7127331846e-01 -3.8270217127e-01
16.000 -0.00000 0.00000 -0.00000 -0.00000 -0.00000 0.00000 -3.3935e-02 9.1664e-01 2.6750e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42243 0.44809 0.43510 0.01581 -0.01330 -0.01516 1.87845e-01 7.26626e-04 -5.7127430335e-01 -3.8270276307e-01
18.000 -0.00000 -0.00000 -0.00000 -0.00000 -0.00000 0.00000 3.5540e-02 9.1668e-01 1.9896e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.44349 0.44799 0.41414 -0.01767 -0.00939 0.00919 1.87844e-01 7.28044e-04 -5.7127498240e-01 -3.8270331620e-01
20.004 -0.00000 -0.00000 0.00000 -0.00000 -0.00000 0.00000 3.6552e-03 9.1665e-01 -4.0022e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.41098 0.44797 0.44667 -0.00186 0.01946 0.00109 1.87842e-01 7.29353e-04 -5.7127537618e-01 -3.8270383980e-01
22.004 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -3.8436e-02 9.1662e-01 1.1502e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.44300 0.44797 0.41465 0.01844 -0.00572 -0.01133 1.87841e-01 7.30248e-04 -5.7127553303e-01 -3.8270434250e-01
24.004 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 2.5021e-02 9.1666e-01 3.0227e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42375 0.44794 0.43394 -0.01241 -0.01483 0.01741 1.87840e-01 7.30474e-04 -5.7127553080e-01 -3.8270483809e-01
26.004 -0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 1.7647e-02 9.1665e-01 -3.6072e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42311 0.44797 0.43454 -0.00908 0.01738 -0.01688 1.87840e-01 7.29902e-04 -5.7127547044e-01 -3.8270534046e-01
28.004 0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -4.1986e-02 9.1662e-01 -3.1302e-03 -2.5082e-04 4.0985e-01 -3.9273e-05 0.44266 0.44805 0.41491 0.02004 0.00184 0.01013 1.87841e-01 7.28591e-04 -5.7127547329e-01 -3.8270586379e-01
30.004 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 1.2733e-02 9.1666e-01 4.1004e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.41251 0.44808 0.44503 -0.00599 -0.01995 -0.00022 1.87842e-01 7.26808e-04 -5.7127567484e-01 -3.8270642145e-01
32.004 0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 3.4286e-02 9.1668e-01 -2.8794e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.44110 0.44816 0.41636 -0.01704 0.01336 -0.00858 1.87844e-01 7.25005e-04 -5.7127621422e-01 -3.8270702469e-01
34.004 0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 -4.1680e-02 9.1664e-01 -2.3385e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42418 0.44829 0.43313 0.01934 0.01159 0.01275 1.87846e-01 7.23728e-04 -5.7127721824e-01 -3.8270768130e-01
36.004 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 -8.3366e-03 9.1667e-01 4.8658e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42511 0.44837 0.43211 0.00419 -0.02308 -0.01118 1.87847e-01 7.23480e-04 -5.7127878041e-01 -3.8270839436e-01
38.000 -0.00000 -0.00000 -0.00000 0.00000 -0.00000 0.00000 4.9827e-02 9.1670e-01 -9.6659e-03 -2.5082e-04 4.0985e-01 -3.9273e-05 0.43651 0.44843 0.42063 -0.02394 0.00409 0.00561 1.87847e-01 7.24545e-04 -5.7128093297e-01 -3.8270915999e-01
40.000 -0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -2.7396e-02 9.1665e-01 -4.5685e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42100 0.44856 0.43599 0.01234 0.02170 0.00061 1.87847e-01 7.26868e-04 -5.7128364631e-01 -3.8270997393e-01
42.000 0.00000 0.00000 0.00000 0.00000 -0.00000 0.00000 -3.5371e-02 9.1658e-01 4.1294e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.43185 0.44866 0.42509 0.01657 -0.01935 -0.00405 1.87831e-01 7.31147e-04 -5.7127246158e-01 -3.8271026950e-01
44.000 -0.00000 0.00000 -0.00000 0.00000 -0.00000 0.00000 5.0628e-02 9.1663e-01 1.9289e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42965 0.44865 0.42728 -0.02407 -0.00921 0.00323 1.87832e-01 7.33407e-04 -5.7127551202e-01 -3.8271044720e-01
46.000 0.00000 -0.00000 0.00000 0.00000 -0.00000 0.00000 8.3569e-04 9.1660e-01 -5.4885e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42545 0.44868 0.43143 -0.00062 0.02579 0.00067 1.87834e-01 7.35065e-04 -5.7127925371e-01 -3.8271062448e-01
48.000 -0.00000 -0.00000 0.00000 0.00000 -0.00000 -0.00000 -5.2263e-02 9.1658e-01 1.6564e-02 -2.5082e-04 4.0985e-01 -3.9273e-05 0.42914 0.44868 0.42773 0.02428 -0.00803 -0.00454 1.87834e-01 7.37670e-04 -5.7128240097e-01 -3.8271080117e-01
